0.016941423,0.05351173,0.052629544,0.126432944
-0.278060896,-0.289525923,-0.315554703,-0.272238399
-0.425141814,-0.515637099,-0.464991329,-0.510442894
-0.471069821,-0.497449536,-0.531118268,-0.514658953
-0.487137778,-0.512560622,-0.497129277,-0.487181893
-0.3531856,-0.33876388,-0.336788236,-0.327972414
-0.429591789,-0.430682597,-0.420815164,-0.414339847
-0.382096217,-0.398840746,-0.388326605,-0.383708352
-0.037425552,-0.033574449,0.020492358,0.12792407
1.528841516,1.65995942,1.822918063,2.164185894
0.591708015,0.670869646,0.846944767,1.130743585
-0.000188533,-0.017404861,0.050001567,0.201442829
-0.095510454,-0.002257344,0.007706606,0.076294487
-0.198717157,-0.074352247,0.000596312,0.103688863
0.283625431,0.188184122,0.014726937,0.232702079
-0.194469891,-0.1862329,-0.15397461,-0.110238055
-0.122431458,-0.107205812,-0.008678308,0.09028093
-0.138962457,-0.151043551,-0.090262764,-0.059003823
3.647123123,4.604797183,5.090580371,5.827432197
-0.422575602,-0.443757968,-0.44658322,-0.423086602
-0.435597689,-0.438489408,-0.438591662,-0.433247304
-0.31417629,-0.273347672,-0.247515093,-0.200077125
0.001468733,0.071280872,0.086245046,0.148037132
-0.369884769,-0.366926477,-0.364650441,-0.332632842
-0.441011043,-0.445714794,-0.433982794,-0.426048022
-0.452991852,-0.453829006,-0.458745717,-0.463453906
-0.238044019,-0.267475306,-0.240871214,-0.215549031
-0.516264507,-0.526907882,-0.525274481,-0.526716341
-0.448772784,-0.463095597,-0.470135551,-0.46418517
-0.440877763,-0.446704364,-0.427581515,-0.426103078
-0.477041197,-0.485731336,-0.48539617,-0.463728307
